ISBN	Schlagwortart Code	Schlagwort Code	Schlagwortart Beschreibung	Schlagwort	Reihenfolge	Anzahl Zuordnungen	Code	Tabellennr.	
3525207905	VLB	VLB-Schlagworte	4125698-0	Kultur	30000			5024600	
9783899713268	VLB	VLB-Schlagworte	43583-1	Johanniter	10000			5024600	
9783899713268	VLB	VLB-Schlagworte	4051778-0	Satzung	20000			5024600	
9783525790229	VLB	VLB-Schlagworte	4129008-2	Aufsatz	10000			5024600	
9783525790229	VLB	VLB-Schlagworte	4011975-0	Deutschunterricht	20000			5024600	
9783525790229	VLB	VLB-Schlagworte	4054365-1	Sekundarstufe 1	30000			5024600	
9783862340651	VLB	VLB-Schlagworte	4195005-7	Gemeindep‰dagogik	10000			5024600	
9783899712537	VLB	VLB-Schlagworte	4066559-8	Wissen	10000			5024600	
9783899712537	VLB	VLB-Schlagworte	4045791-6	Philosophie	20000			5024600	
9783525567005	VLB	VLB-Schlagworte	4116568-8	Spiritualit‰t	10000			5024600	
9783525567005	VLB	VLB-Schlagworte	4015875-5	Evangelische Theologie	20000			5024600	
9783525567005	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	40000			5024600	
9783525539729	VLB	VLB-Schlagworte	10030912-4	Bibel-+-Orient-Museum (Freiburg im ‹echtland)	10000			5024600	
9783525539729	VLB	VLB-Schlagworte	4068430-1	ƒgypten (Altertum)	20000			5024600	
9783525539729	VLB	VLB-Schlagworte	4142310-0	Amulett	30000			5024600	
9783525539729	VLB	VLB-Schlagworte	4114567-7	Mensch (Motiv)	40000			5024600	
9783525539729	VLB	VLB-Schlagworte	4117216-4	Tierdarstellung	80000			5024600	
9783525539729	VLB	VLB-Schlagworte	4133539-9	Anthropomorphismus	90000			5024600	
3525458924	VLB	VLB-Schlagworte	4361388-3	Posttraumatisches Stresssyndrom	10000			5024600	
3525458924	VLB	VLB-Schlagworte	4047746-0	Psychotherapie	20000			5024600	
9783899716146	VLB	VLB-Schlagworte	4028859-6	Jugend	10000			5024600	
9783899716146	VLB	VLB-Schlagworte	4049428-7	Religiosit‰t	20000			5024600	
9783899716146	VLB	VLB-Schlagworte	4153261-2	Evangelische Religionsp‰dagogik	30000			5024600	
9783899712247	VLB	VLB-Schlagworte	4015701-5	Europa	10000			5024600	
9783899712247	VLB	VLB-Schlagworte	4077587-2	Sozialer Wandel	20000			5024600	
9783899712247	VLB	VLB-Schlagworte	4077570-7	Soziale Integration	30000			5024600	
9783899712247	VLB	VLB-Schlagworte	4013960-8	Einwanderung	40000			5024600	
9783899712247	VLB	VLB-Schlagworte	4212404-9	Politische Steuerung	50000			5024600	
9783525563397	VLB	VLB-Schlagworte	118562002	Kierkegaard, S√∏ren	10000			5024600	
9783525563397	VLB	VLB-Schlagworte	4264998-5	Sygdommen til d√∏den	20000			5024600	
9783525563397	VLB	VLB-Schlagworte	4058487-2	S¸nde	30000			5024600	
9783525563397	VLB	VLB-Schlagworte	4137001-6	Verzweiflung	40000			5024600	
9783525563397	VLB	VLB-Schlagworte	4180864-2	Selbstwertgef¸hl	50000			5024600	
9783525563397	VLB	VLB-Schlagworte	4048748-9	Rechtfertigung	70000			5024600	
9783525563397	VLB	VLB-Schlagworte	4015875-5	Evangelische Theologie	90000			5024600	
9783525872413	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525872413	VLB	VLB-Schlagworte	4076904-5	Russlanddeutsche	20000			5024600	
9783525872413	VLB	VLB-Schlagworte	4003873-7	Aussiedler	30000			5024600	
9783525872413	VLB	VLB-Schlagworte	4077570-7	Soziale Integration	40000			5024600	
9783525872413	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	50000			5024600	
9783647595375	VLB	VLB-Schlagworte	4006406-2	Bibel	10000			5024600	
9783647595375	VLB	VLB-Schlagworte	4021671-8	Gottesdienst	20000			5024600	
9783647595375	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	30000			5024600	
9783647595375	VLB	VLB-Schlagworte	4047089-1	Predigt	60000			5024600	
9783899711943	VLB	VLB-Schlagworte	4047000-3	Pr‰natale Diagnostik	10000			5024600	
9783899711943	VLB	VLB-Schlagworte	4176263-0	Psychosoziale Beratung	20000			5024600	
9783862340699	VLB	VLB-Schlagworte	4131753-1	Europ‰ische Union	10000			5024600	
9783862340699	VLB	VLB-Schlagworte	4365203-7	Zivilgesetzbuch	20000			5024600	
9783862340699	VLB	VLB-Schlagworte	4048849-4	Rechtsvereinheitlichung	30000			5024600	
9783862340699	VLB	VLB-Schlagworte	4170174-4	Mitgliedsstaaten	40000			5024600	
9783862340699	VLB	VLB-Schlagworte	4069008-8	Auslegung	50000			5024600	
9783899711219	VLB	VLB-Schlagworte	4003873-7	Aussiedler	10000			5024600	
9783899711219	VLB	VLB-Schlagworte	4077570-7	Soziale Integration	20000			5024600	
9783525358733	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525358733	VLB	VLB-Schlagworte	4173444-0	Partikularsynode	20000			5024600	
9783525358733	VLB	VLB-Schlagworte	4046496-9	Polen	30000			5024600	
9783525358733	VLB	VLB-Schlagworte	4069573-6	Bˆhmische L‰nder	50000			5024600	
9783847001706	VLB	VLB-Schlagworte	4189566-6	Welt (Motiv)	10000			5024600	
9783847001706	VLB	VLB-Schlagworte	4035964-5	Literatur	20000			5024600	
9783525100349	VLB	VLB-Schlagworte	4074432-2	M‰hren	10000			5024600	
9783525100349	VLB	VLB-Schlagworte	4026260-1	Hutterer	20000			5024600	
9783899716863	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899716863	VLB	VLB-Schlagworte	4185770-7	Toter	20000			5024600	
9783899716863	VLB	VLB-Schlagworte	4045245-1	Persˆnlichkeitsrecht	30000			5024600	
9783525461532	VLB	VLB-Schlagworte	4121287-3	Fokaltherapie	10000			5024600	
9783899713442	VLB	VLB-Schlagworte	4169442-9	Geheimer Vorbehalt	10000			5024600	
9783899713442	VLB	VLB-Schlagworte	4015602-3	Ethik	20000			5024600	
9783899713442	VLB	VLB-Schlagworte	4069720-4	B¸rgerliches Recht	30000			5024600	
9783899713442	VLB	VLB-Schlagworte	4074972-1	Moraltheologie	50000			5024600	
9783525208366	VLB	VLB-Schlagworte	4001523-3	Althochdeutsch	10000			5024600	
9783525208366	VLB	VLB-Schlagworte	4039687-3	Mittelhochdeutsch	20000			5024600	
9783899715262	VLB	VLB-Schlagworte	118594095	Photius, Constantinopolitanus	10000			5024600	
9783899715262	VLB	VLB-Schlagworte	7669552-9	Mystagogia	20000			5024600	
9783899715262	VLB	VLB-Schlagworte	4154344-0	Filioque	30000			5024600	
9783899715262	VLB	VLB-Schlagworte	100967701	Constantinus, Meliteniota	40000			5024600	
9783899715262	VLB	VLB-Schlagworte	7669566-9	De processione Spiritus sancti	50000			5024600	
9783899715262	VLB	VLB-Schlagworte	118505114	Augustinus, Aurelius	70000			5024600	
9783899715262	VLB	VLB-Schlagworte	4347240-0	De trinitate	80000			5024600	
9783525252437	VLB	VLB-Schlagworte	4038243-6	Medizin	10000			5024600	
9783525252437	VLB	VLB-Schlagworte	4035964-5	Literatur	20000			5024600	
9783525252437	VLB	VLB-Schlagworte	4114304-8	Krankheit (Motiv)	30000			5024600	
9783525252437	VLB	VLB-Schlagworte	4120927-8	Arzt (Motiv)	40000			5024600	
9783525301623	VLB	VLB-Schlagworte	4077877-0	Sterbehilfe	10000			5024600	
3525572166	VLB	VLB-Schlagworte	4040360-9	Motiv	10000			5024600	
3525572166	VLB	VLB-Schlagworte	4036034-9	Literaturwissenschaft	20000			5024600	
3525572166	VLB	VLB-Schlagworte	4140246-7	Thema	30000			5024600	
3525572166	VLB	VLB-Schlagworte	4035964-5	Literatur	60000			5024600	
9783899713046	VLB	VLB-Schlagworte	10197494-2	International PEN. Deutsche Gruppe	10000			5024600	
9783899713046	VLB	VLB-Schlagworte	10197502-8	PEN-Club Deutscher Autoren im Ausland	20000			5024600	
9783899713046	VLB	VLB-Schlagworte	2017659-4	PEN-Zentrum Deutschsprachiger Autoren im Ausland	30000			5024600	
9783525613443	VLB	VLB-Schlagworte	4130084-1	Lehramt	10000			5024600	
9783525613443	VLB	VLB-Schlagworte	4130081-6	Vorbereitungsdienst	20000			5024600	
9783525540039	VLB	VLB-Schlagworte	4129954-1	Fr¸hchristentum	10000			5024600	
9783525540039	VLB	VLB-Schlagworte	4125698-0	Kultur	20000			5024600	
9783525540039	VLB	VLB-Schlagworte	4010074-1	Christentum	30000			5024600	
9783899714630	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899714630	VLB	VLB-Schlagworte	4034013-2	L‰nder	20000			5024600	
9783899714630	VLB	VLB-Schlagworte	4063353-6	Verwaltungsreform	30000			5024600	
9783899714630	VLB	VLB-Schlagworte	4063351-2	Verwaltungsrecht	40000			5024600	
9783899711332	VLB	VLB-Schlagworte	4757299-1	Universit‰t Osnabr¸ck. Fachgebiet Dermatologie, Umweltmedizin und Gesundheitstheorie	10000			5024600	
9783647370101	VLB	VLB-Schlagworte	120542463	Kunzelmann, Dieter	10000			5024600	
9783525210192	VLB	VLB-Schlagworte	4038243-6	Medizin	10000			5024600	
9783525210192	VLB	VLB-Schlagworte	4035964-5	Literatur	20000			5024600	
9783525210192	VLB	VLB-Schlagworte	4114304-8	Krankheit (Motiv)	30000			5024600	
9783525210192	VLB	VLB-Schlagworte	4120927-8	Arzt (Motiv)	40000			5024600	
9783525534052	VLB	VLB-Schlagworte	4184266-2	Syrohexapla	10000			5024600	
9783525534052	VLB	VLB-Schlagworte	4164375-6	Kˆnige (Buch), I.	20000			5024600	
9783525534052	VLB	VLB-Schlagworte	4159810-6	Hexapla	30000			5024600	
9783525534052	VLB	VLB-Schlagworte	4059657-6	Textkritik	40000			5024600	
9783525630303	VLB	VLB-Schlagworte	7700670-7	Pr‰dikant	10000			5024600	
9783525630303	VLB	VLB-Schlagworte	4021671-8	Gottesdienst	20000			5024600	
9783525630303	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	30000			5024600	
9783525701010	VLB	VLB-Schlagworte	4035088-5	Lehrer	10000			5024600	
9783525701010	VLB	VLB-Schlagworte	4253135-4	Berufsethik	20000			5024600	
9783899718652	VLB	VLB-Schlagworte	4011889-7	Deutschland (Bundesrepublik)	10000			5024600	
9783899718652	VLB	VLB-Schlagworte	4011890-3	Deutschland (DDR)	20000			5024600	
9783899718652	VLB	VLB-Schlagworte	4448922-5	Alleinvertretungsanspruch	30000			5024600	
9783899718652	VLB	VLB-Schlagworte	333-5	Vereinte Nationen	40000			5024600	
9783647995311	VLB	VLB-Schlagworte	4016397-0	Familie	10000			5024600	
9783647995311	VLB	VLB-Schlagworte	4060749-5	Psychisches Trauma	20000			5024600	
9783647995311	VLB	VLB-Schlagworte	4016421-4	Familientherapie	30000			5024600	
9783647995311	VLB	VLB-Schlagworte	4192548-8	Systemische Therapie	40000			5024600	
9783899711424	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899711424	VLB	VLB-Schlagworte	4225140-0	Transportrecht	20000			5024600	
9783899711424	VLB	VLB-Schlagworte	4115716-3	Reform	30000			5024600	
3525480032	VLB	VLB-Schlagworte	4216380-8	Schulgeb‰ude	10000			5024600	
3525480032	VLB	VLB-Schlagworte	4048567-5	Raumakustik	20000			5024600	
9783525355763	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525355763	VLB	VLB-Schlagworte	4000464-8	Adel	20000			5024600	
9783525355763	VLB	VLB-Schlagworte	4200793-8	Kollektives Ged‰chtnis	30000			5024600	
9783525355763	VLB	VLB-Schlagworte	4004763-5	Bauer	50000			5024600	
9783525521106	VLB	VLB-Schlagworte	4021391-2	Gnosis	10000			5024600	
9783525825327	VLB	VLB-Schlagworte	4120079-2	T¸rkisch	10000			5024600	
9783525825327	VLB	VLB-Schlagworte	4066957-9	Wortbildung	20000			5024600	
9783525825327	VLB	VLB-Schlagworte	4220759-9	Verbalsubstantiv	30000			5024600	
9783525825327	VLB	VLB-Schlagworte	4035075-7	Lehn¸bersetzung	40000			5024600	
9783525825327	VLB	VLB-Schlagworte	4077723-6	Sprachkontakt	50000			5024600	
9783525825327	VLB	VLB-Schlagworte	4015701-5	Europa	60000			5024600	
9783899711202	VLB	VLB-Schlagworte	4003873-7	Aussiedler	10000			5024600	
9783899711202	VLB	VLB-Schlagworte	4077570-7	Soziale Integration	20000			5024600	
9783899718539	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899718539	VLB	VLB-Schlagworte	4196731-8	Aktivlegitimation	20000			5024600	
9783899718539	VLB	VLB-Schlagworte	4117640-6	Wettbewerbsverstoﬂ	30000			5024600	
9783899718539	VLB	VLB-Schlagworte	4117338-7	Verbraucherschutz	40000			5024600	
9783647604503	VLB	VLB-Schlagworte	4116485-4	Sexualverhalten	10000			5024600	
9783647604503	VLB	VLB-Schlagworte	4169187-8	Medien	20000			5024600	
9783647604503	VLB	VLB-Schlagworte	4074972-1	Moraltheologie	30000			5024600	
9783647604503	VLB	VLB-Schlagworte	4059766-0	Theologische Anthropologie	40000			5024600	
9783647604503	VLB	VLB-Schlagworte	4030005-5	Katholische Theologie	50000			5024600	
9783525561270	VLB	VLB-Schlagworte	118591541	Pannenberg, Wolfhart	10000			5024600	
9783525561270	VLB	VLB-Schlagworte	4346485-3	Systematische Theologie	20000			5024600	
9783525561270	VLB	VLB-Schlagworte	4059758-1	Theologie	40000			5024600	
9783525581766	VLB	VLB-Schlagworte	1059654644	Kreuzigung Jesu	10000			5024600	
9783525581766	VLB	VLB-Schlagworte	4300436-2	S¸hnetod	20000			5024600	
9783525581766	VLB	VLB-Schlagworte	4077530-6	Soteriologie	30000			5024600	
9783525581766	VLB	VLB-Schlagworte	4071045-2	Evangelischer Religionsunterricht	40000			5024600	
9783525581766	VLB	VLB-Schlagworte	4185072-5	Theologia crucis	50000			5024600	
9783525581766	VLB	VLB-Schlagworte	4049716-1	Rezeption	60000			5024600	
9783525581766	VLB	VLB-Schlagworte	4028859-6	Jugend	70000			5024600	
9783525581766	VLB	VLB-Schlagworte	4153261-2	Evangelische Religionsp‰dagogik	80000			5024600	
9783525874448	VLB	VLB-Schlagworte	118575449	Luther, Martin	10000			5024600	
9783525874448	VLB	VLB-Schlagworte	4069994-8	Christliche Ethik	20000			5024600	
3525642016	VLB	VLB-Schlagworte	4076778-4	Rˆmisches Reich	10000			5024600	
3525642016	VLB	VLB-Schlagworte	4046588-3	Politisches Verhalten	20000			5024600	
3525642016	VLB	VLB-Schlagworte	4050164-4	Ritual	30000			5024600	
9783899711936	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899711936	VLB	VLB-Schlagworte	4020871-0	Gewerblicher Rechtsschutz	20000			5024600	
9783899711936	VLB	VLB-Schlagworte	4013954-2	Einstweiliger Rechtsschutz	30000			5024600	
9783899711936	VLB	VLB-Schlagworte	4115712-6	Rechtsvergleich	40000			5024600	
9783525252659	VLB	VLB-Schlagworte	11857826X	Martialis, Marcus Valerius	10000			5024600	
9783525252659	VLB	VLB-Schlagworte	4416819-6	Epigrammata	20000			5024600	
9783525252659	VLB	VLB-Schlagworte	4135881-8	Vorwort	30000			5024600	
9783525252659	VLB	VLB-Schlagworte	118798502	Statius, Publius Papinius	40000			5024600	
9783525252659	VLB	VLB-Schlagworte	4139525-6	Silvae	50000			5024600	
9783525475003	VLB	VLB-Schlagworte	4041421-8	Naturwissenschaften	10000			5024600	
9783525475003	VLB	VLB-Schlagworte	4193317-5	ƒsthetische Wahrnehmung	20000			5024600	
9783525257111	VLB	VLB-Schlagworte	118519719	Catullus, Gaius Valerius	10000			5024600	
9783525257111	VLB	VLB-Schlagworte	4133649-5	Carmina	20000			5024600	
9783525257111	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	30000			5024600	
9783862340217	VLB	VLB-Schlagworte	118608045	Schleiermacher, Friedrich	10000			5024600	
9783862340217	VLB	VLB-Schlagworte	4445128-3	‹ber die Religion	20000			5024600	
9783862340217	VLB	VLB-Schlagworte	4006650-2	Bildung	30000			5024600	
9783862340217	VLB	VLB-Schlagworte	4005248-5	Begriff	40000			5024600	
9783862340217	VLB	VLB-Schlagworte	4845179-4	Monologen	60000			5024600	
9783862340217	VLB	VLB-Schlagworte	4054404-7	Selbsterkenntnis	90000			5024600	
9783862340217	VLB	VLB-Schlagworte	4177729-3	Religiˆses Bewusstsein	100000			5024600	
9783862340217	VLB	VLB-Schlagworte	4049412-3	Religionsp‰dagogik	140000			5024600	
9783647630366	VLB	VLB-Schlagworte	4130216-3	Fastenzeit	10000			5024600	
9783647630366	VLB	VLB-Schlagworte	4142383-5	Andacht	20000			5024600	
9783647630366	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	30000			5024600	
9783647510071	VLB	VLB-Schlagworte	118641549	Paulus, Apostel, Heiliger	10000			5024600	
9783647510071	VLB	VLB-Schlagworte	4075949-0	Briefe	20000			5024600	
9783647510071	VLB	VLB-Schlagworte	4032444-8	Koran	30000			5024600	
9783647510071	VLB	VLB-Schlagworte	4192352-2	Interreligiˆser Dialog	40000			5024600	
9783647510071	VLB	VLB-Schlagworte	4015950-4	Exegese	50000			5024600	
9783525581780	VLB	VLB-Schlagworte	4028863-8	Jugendarbeit	10000			5024600	
9783525581780	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	20000			5024600	
9783525581780	VLB	VLB-Schlagworte	4013675-9	Ehrenamtlicher Mitarbeiter	30000			5024600	
9783525581780	VLB	VLB-Schlagworte	4112628-2	Ausbildung	40000			5024600	
9783525614099	VLB	VLB-Schlagworte	4130084-1	Lehramt	10000			5024600	
9783525614099	VLB	VLB-Schlagworte	4130081-6	Vorbereitungsdienst	20000			5024600	
9783899715309	VLB	VLB-Schlagworte	4128597-9	Politisches Handeln	10000			5024600	
9783899715309	VLB	VLB-Schlagworte	4046559-7	Politische Sprache	20000			5024600	
9783899715309	VLB	VLB-Schlagworte	4134262-8	Politische Kommunikation	30000			5024600	
9783647550701	VLB	VLB-Schlagworte	4053881-3	Schweiz	10000			5024600	
9783647550701	VLB	VLB-Schlagworte	4215145-4	Reformierte Theologie	20000			5024600	
9783647550701	VLB	VLB-Schlagworte	4049716-1	Rezeption	30000			5024600	
9783647550701	VLB	VLB-Schlagworte	4078541-5	Ungarn	40000			5024600	
9783647550701	VLB	VLB-Schlagworte	4048946-2	Reformation	50000			5024600	
9783847000747	VLB	VLB-Schlagworte	4049396-9	Religion	10000			5024600	
9783847000747	VLB	VLB-Schlagworte	4026482-8	Identit‰t	20000			5024600	
9783847000747	VLB	VLB-Schlagworte	4077570-7	Soziale Integration	30000			5024600	
9783847000747	VLB	VLB-Schlagworte	4027743-4	Islam	40000			5024600	
9783847000747	VLB	VLB-Schlagworte	4120730-0	Migration	50000			5024600	
9783847000747	VLB	VLB-Schlagworte	4010074-1	Christentum	60000			5024600	
9783847000747	VLB	VLB-Schlagworte	4027238-2	Integration	70000			5024600	
9783847000747	VLB	VLB-Schlagworte	4664707-7	Interreligiˆses Lernen	80000			5024600	
9783647310053	VLB	VLB-Schlagworte	4241679-6	Textverstehen	10000			5024600	
9783647310053	VLB	VLB-Schlagworte	4011975-0	Deutschunterricht	20000			5024600	
9783647310053	VLB	VLB-Schlagworte	4282012-1	Schuljahr 4-6	30000			5024600	
9783525570241	VLB	VLB-Schlagworte	4002230-4	Anthropologie	10000			5024600	
9783525350904	VLB	VLB-Schlagworte	4028808-0	Juden	10000			5024600	
9783525340332	VLB	VLB-Schlagworte	4061963-1	Unternehmen	10000			5024600	
9783525340332	VLB	VLB-Schlagworte	4069402-1	Betriebswirtschaftslehre	20000			5024600	
9783525340332	VLB	VLB-Schlagworte	4037653-9	Marktwirtschaft	30000			5024600	
9783899714098	VLB	VLB-Schlagworte	4069422-7	Bewegungsstˆrung	10000			5024600	
9783899714098	VLB	VLB-Schlagworte	4150223-1	Dissoziation (Psychologie)	20000			5024600	
9783899714098	VLB	VLB-Schlagworte	4012040-5	Diagnose	30000			5024600	
9783899714098	VLB	VLB-Schlagworte	4136576-8	Konversion (Psychologie)	40000			5024600	
9783899714548	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899714548	VLB	VLB-Schlagworte	4121368-3	Girokonto	20000			5024600	
9783899714548	VLB	VLB-Schlagworte	4218779-5	‹berweisung	30000			5024600	
9783899714548	VLB	VLB-Schlagworte	4142759-2	Anweisung	40000			5024600	
9783899714548	VLB	VLB-Schlagworte	4016247-3	F‰lschung	50000			5024600	
9783899714548	VLB	VLB-Schlagworte	4061728-2	Ungerechtfertigte Bereicherung	60000			5024600	
9783647581798	VLB	VLB-Schlagworte	118575449	Luther, Martin	10000			5024600	
9783647581798	VLB	VLB-Schlagworte	4128650-9	Gemeindearbeit	20000			5024600	
9783647581798	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	30000			5024600	
9783899711615	VLB	VLB-Schlagworte	4039687-3	Mittelhochdeutsch	10000			5024600	
9783899711615	VLB	VLB-Schlagworte	4035964-5	Literatur	20000			5024600	
9783899711615	VLB	VLB-Schlagworte	4129491-9	Fr¸hneuhochdeutsch	30000			5024600	
9783525370315	VLB	VLB-Schlagworte	4055884-8	Bruttonationaleinkommen	10000			5024600	
352535424X	VLB	VLB-Schlagworte	11856322X	Kleopatra VII	10000			5024600	
352535424X	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	20000			5024600	
9783525568521	VLB	VLB-Schlagworte	4073436-5	Kirchenbau	10000			5024600	
9783525568521	VLB	VLB-Schlagworte	4002851-3	Architektur	20000			5024600	
9783525568521	VLB	VLB-Schlagworte	4047056-8	Praktische Theologie	30000			5024600	
9783847002659	VLB	VLB-Schlagworte	4049422-6	Religionsunterricht	10000			5024600	
9783525701553	VLB	VLB-Schlagworte	4165554-0	Kreativit‰tserziehung	10000			5024600	
9783525701553	VLB	VLB-Schlagworte	4202646-5	Stressbew‰ltigung	20000			5024600	
9783525701553	VLB	VLB-Schlagworte	4015464-6	Erz‰hlung	30000			5024600	
9783525701553	VLB	VLB-Schlagworte	4238324-9	Phantasiereise	40000			5024600	
9783525701553	VLB	VLB-Schlagworte	4022349-8	Grundschule	50000			5024600	
3525351798	VLB	VLB-Schlagworte	118626930	Vierhaus, Rudolf	10000			5024600	
3525351798	VLB	VLB-Schlagworte	4011882-4	Deutschland	20000			5024600	
3525351798	VLB	VLB-Schlagworte	4020535-6	Geschichtswissenschaft	30000			5024600	
9783525490501	VLB	VLB-Schlagworte	4009937-4	China	10000			5024600	
9783525490501	VLB	VLB-Schlagworte	4071497-4	F¸hrungskraft	20000			5024600	
9783525490501	VLB	VLB-Schlagworte	4003789-7	Auslandst‰tigkeit	30000			5024600	
9783525490501	VLB	VLB-Schlagworte	4070334-4	Deutsche	40000			5024600	
9783525370124	VLB	VLB-Schlagworte	118521993	Conze, Werner	10000			5024600	
9783647256566	VLB	VLB-Schlagworte	118613200	Seneca, Lucius Annaeus, Philosophus	10000			5024600	
9783647256566	VLB	VLB-Schlagworte	4203762-1	Epistulae morales ad Lucilium	20000			5024600	
9783647256566	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	30000			5024600	
9783647256566	VLB	VLB-Schlagworte	4022648-7	Gymnasium	40000			5024600	
9783647256566	VLB	VLB-Schlagworte	4259045-0	Oberstufe	50000			5024600	
9783525610374	VLB	VLB-Schlagworte	4027743-4	Islam	10000			5024600	
9783525610374	VLB	VLB-Schlagworte	4049422-6	Religionsunterricht	20000			5024600	
9783525610374	VLB	VLB-Schlagworte	4022349-8	Grundschule	30000			5024600	
9783525610459	VLB	VLB-Schlagworte	4035088-5	Lehrer	10000			5024600	
9783525610459	VLB	VLB-Schlagworte	4027266-7	Interaktion	20000			5024600	
9783525610459	VLB	VLB-Schlagworte	4053369-4	Sch¸ler	30000			5024600	
9783525610459	VLB	VLB-Schlagworte	4044321-8	P‰dagogische Psychologie	40000			5024600	
9783647702056	VLB	VLB-Schlagworte	4782311-2	Bildungsstandard	10000			5024600	
9783647702056	VLB	VLB-Schlagworte	4071045-2	Evangelischer Religionsunterricht	20000			5024600	
9783647702056	VLB	VLB-Schlagworte	4054365-1	Sekundarstufe 1	30000			5024600	
9783847100652	VLB	VLB-Schlagworte	4071465-2	Friede	10000			5024600	
9783847100652	VLB	VLB-Schlagworte	4164958-8	Konfliktregelung	20000			5024600	
9783899712223	VLB	VLB-Schlagworte	4680022-0	Pisa (Test)	10000			5024600	
9783899711448	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899711448	VLB	VLB-Schlagworte	4002799-5	Arbeitsverh‰ltnis	20000			5024600	
9783899711448	VLB	VLB-Schlagworte	4134488-1	Urheberpersˆnlichkeitsrecht	30000			5024600	
9783899717969	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899717969	VLB	VLB-Schlagworte	4040949-1	Mutter	20000			5024600	
9783899717969	VLB	VLB-Schlagworte	4030550-8	Kind	30000			5024600	
9783899717969	VLB	VLB-Schlagworte	4124481-3	Wohlbefinden	40000			5024600	
9783899717969	VLB	VLB-Schlagworte	7748176-8	Hebammenkreiﬂsaal	50000			5024600	
9783899717969	VLB	VLB-Schlagworte	4019604-5	Geburtshilfe	60000			5024600	
9783899717969	VLB	VLB-Schlagworte	4238115-0	Versorgungskonzept	70000			5024600	
9783525360743	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525360743	VLB	VLB-Schlagworte	4048946-2	Reformation	20000			5024600	
9783525360743	VLB	VLB-Schlagworte	4140716-7	Vorsehung	30000			5024600	
9783525360743	VLB	VLB-Schlagworte	4148008-9	Chronistik	40000			5024600	
9783525360743	VLB	VLB-Schlagworte	4030027-4	Katholizismus	50000			5024600	
9783525360743	VLB	VLB-Schlagworte	4165184-4	Kontroverstheologie	90000			5024600	
9783525360743	VLB	VLB-Schlagworte	4139742-3	Reich	110000			5024600	
9783525360743	VLB	VLB-Schlagworte	4030702-5	Kirche	120000			5024600	
9783899712490	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899712490	VLB	VLB-Schlagworte	4000937-3	Aktiengesellschaft	20000			5024600	
9783899712490	VLB	VLB-Schlagworte	4032356-0	Konzern	30000			5024600	
9783899712490	VLB	VLB-Schlagworte	4026923-1	Informationsrecht	40000			5024600	
9783899711752	VLB	VLB-Schlagworte	118795155	Schlosser, Friedrich Christoph	10000			5024600	
9783525543771	VLB	VLB-Schlagworte	4038788-4	Mesopotamien	10000			5024600	
9783525543771	VLB	VLB-Schlagworte	4178421-2	Rollsiegel	20000			5024600	
9783525543771	VLB	VLB-Schlagworte	4059596-1	Text	30000			5024600	
9783525543771	VLB	VLB-Schlagworte	4006568-6	Bild	40000			5024600	
9783899715439	VLB	VLB-Schlagworte	4011890-3	Deutschland (DDR)	10000			5024600	
9783899715439	VLB	VLB-Schlagworte	4035964-5	Literatur	20000			5024600	
9783899715439	VLB	VLB-Schlagworte	4200793-8	Kollektives Ged‰chtnis	30000			5024600	
9783899715439	VLB	VLB-Schlagworte	4075753-5	Ostmitteleuropa	40000			5024600	
9783647624303	VLB	VLB-Schlagworte	4021671-8	Gottesdienst	10000			5024600	
9783647624303	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	20000			5024600	
9783647624303	VLB	VLB-Schlagworte	4128506-2	Liturgik	30000			5024600	
9783647624303	VLB	VLB-Schlagworte	4172412-4	÷kumenische Theologie	40000			5024600	
9783647620114	VLB	VLB-Schlagworte	4153261-2	Evangelische Religionsp‰dagogik	10000			5024600	
9783525534571	VLB	VLB-Schlagworte	4054582-9	Septuaginta	10000			5024600	
