ISBN	Schlagwortart Code	Schlagwort Code	Schlagwortart Beschreibung	Schlagwort	Reihenfolge	Anzahl Zuordnungen	Code	Tabellennr.	
9783525534557	VLB	VLB-Schlagworte	4068430-1	ƒgypten (Altertum)	10000			5024600	
9783525534557	VLB	VLB-Schlagworte	4154026-8	Fernhandel	20000			5024600	
9783525534557	VLB	VLB-Schlagworte	4196563-2	Levante	30000			5024600	
9783525100820	VLB	VLB-Schlagworte	118577557	Marcion, Sinopensis	10000			5024600	
9783647351667	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783647351667	VLB	VLB-Schlagworte	4055695-5	Sozialdemokratie	20000			5024600	
9783647351667	VLB	VLB-Schlagworte	4049396-9	Religion	30000			5024600	
9783525358993	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525358993	VLB	VLB-Schlagworte	4061778-6	Universit‰t	20000			5024600	
9783525358993	VLB	VLB-Schlagworte	7517431-5	Wissenschaftskultur	30000			5024600	
9783525459027	VLB	VLB-Schlagworte	4023277-3	Handlung	10000			5024600	
9783525459027	VLB	VLB-Schlagworte	4048507-9	Rationalit‰t	20000			5024600	
9783525459027	VLB	VLB-Schlagworte	4047704-6	Psychologie	30000			5024600	
9783525459027	VLB	VLB-Schlagworte	4045791-6	Philosophie	40000			5024600	
9783647310244	VLB	VLB-Schlagworte	124996302	Hertz, Aleksander	10000			5024600	
9783647310244	VLB	VLB-Schlagworte	4060491-3	Totalitarismus	20000			5024600	
3525701772	VLB	VLB-Schlagworte	4361388-3	Posttraumatisches Stresssyndrom	10000			5024600	
9783525490822	VLB	VLB-Schlagworte	4670607-0	Augenbewegungs-Desensibilisierung	10000			5024600	
9783647460536	VLB	VLB-Schlagworte	4041901-0	Neurose	10000			5024600	
9783647460536	VLB	VLB-Schlagworte	4047746-0	Psychotherapie	20000			5024600	
9783647460536	VLB	VLB-Schlagworte	4026745-3	Individualpsychologie	30000			5024600	
9783525365175	VLB	VLB-Schlagworte	4003524-4	Aufkl‰rung	10000			5024600	
9783899713138	VLB	VLB-Schlagworte	4066559-8	Wissen	10000			5024600	
9783899713138	VLB	VLB-Schlagworte	4136343-7	Konfessionalisierung	20000			5024600	
9783899713138	VLB	VLB-Schlagworte	4015950-4	Exegese	30000			5024600	
9783899713138	VLB	VLB-Schlagworte	4002431-3	Apokalyptik	40000			5024600	
9783899713138	VLB	VLB-Schlagworte	4046562-7	Politische Theologie	50000			5024600	
9783899713138	VLB	VLB-Schlagworte	4174277-1	Philosophia perennis	60000			5024600	
3525255284	VLB	VLB-Schlagworte	118626930	Vierhaus, Rudolf	10000			5024600	
3525255284	VLB	VLB-Schlagworte	4011882-4	Deutschland	20000			5024600	
3525255284	VLB	VLB-Schlagworte	4020535-6	Geschichtswissenschaft	30000			5024600	
9783525630457	VLB	VLB-Schlagworte	4174040-3	Pfingsten	10000			5024600	
9783525630457	VLB	VLB-Schlagworte	4021671-8	Gottesdienst	20000			5024600	
9783525630457	VLB	VLB-Schlagworte	4047089-1	Predigt	30000			5024600	
9783525630457	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	40000			5024600	
9783525350669	VLB	VLB-Schlagworte	2020435-8	Nieders‰chsisches Staatsarchiv (B¸ckeburg)	10000			5024600	
9783525350669	VLB	VLB-Schlagworte	4052138-2	Schaumburg (Niedersachsen)	20000			5024600	
9783525350669	VLB	VLB-Schlagworte	4028808-0	Juden	30000			5024600	
9783525557587	VLB	VLB-Schlagworte	117157961	Osterloh, Edo	10000			5024600	
9783647593609	VLB	VLB-Schlagworte	118641549	Paulus, Apostel, Heiliger	10000			5024600	
9783647593609	VLB	VLB-Schlagworte	4075937-4	Pastoralbriefe	20000			5024600	
9783647593609	VLB	VLB-Schlagworte	4394909-5	Oikos	30000			5024600	
9783647593609	VLB	VLB-Schlagworte	4038935-2	Metapher	40000			5024600	
9783647593609	VLB	VLB-Schlagworte	4030826-1	Kirchliches Amt	50000			5024600	
9783647593609	VLB	VLB-Schlagworte	4071776-8	Geschlechterrolle	60000			5024600	
9783525358672	VLB	VLB-Schlagworte	4015701-5	Europa	10000			5024600	
9783525358672	VLB	VLB-Schlagworte	4010074-1	Christentum	20000			5024600	
9783525358672	VLB	VLB-Schlagworte	4020832-1	Gewalt	30000			5024600	
9783525358672	VLB	VLB-Schlagworte	4136343-7	Konfessionalisierung	50000			5024600	
9783899715866	VLB	VLB-Schlagworte	4043465-5	Staat Oldenburg	10000			5024600	
9783899715866	VLB	VLB-Schlagworte	4561974-8	Hofrecht	20000			5024600	
9783899716931	VLB	VLB-Schlagworte	4131753-1	Europ‰ische Union	10000			5024600	
9783899716931	VLB	VLB-Schlagworte	4365203-7	Zivilgesetzbuch	20000			5024600	
9783899716931	VLB	VLB-Schlagworte	4048849-4	Rechtsvereinheitlichung	30000			5024600	
9783899716931	VLB	VLB-Schlagworte	4170174-4	Mitgliedsstaaten	40000			5024600	
9783899716931	VLB	VLB-Schlagworte	4069008-8	Auslegung	50000			5024600	
9783525351932	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525351932	VLB	VLB-Schlagworte	4025142-1	Historismus	20000			5024600	
9783525351932	VLB	VLB-Schlagworte	4020529-0	Geschichtsphilosophie	40000			5024600	
9783525351932	VLB	VLB-Schlagworte	4033572-0	Kulturkritik	60000			5024600	
9783525574515	VLB	VLB-Schlagworte	4011889-7	Deutschland (Bundesrepublik)	10000			5024600	
9783525574515	VLB	VLB-Schlagworte	4047538-4	Protestantismus	20000			5024600	
9783525574515	VLB	VLB-Schlagworte	4046590-1	Politisierung	30000			5024600	
9783525574515	VLB	VLB-Schlagworte	4137186-0	Politischer Protestantismus	50000			5024600	
9783525574515	VLB	VLB-Schlagworte	4015875-5	Evangelische Theologie	60000			5024600	
9783525550106	VLB	VLB-Schlagworte	118575449	Luther, Martin	10000			5024600	
9783525550106	VLB	VLB-Schlagworte	4059758-1	Theologie	20000			5024600	
9783525550106	VLB	VLB-Schlagworte	4048946-2	Reformation	30000			5024600	
9783525550106	VLB	VLB-Schlagworte	121231801	Zur M¸hlen, Karl-Heinz	40000			5024600	
9783525570388	VLB	VLB-Schlagworte	4048946-2	Reformation	10000			5024600	
9783525570388	VLB	VLB-Schlagworte	4197572-8	Interkonfessionelles Gespr‰ch	20000			5024600	
9783899712407	VLB	VLB-Schlagworte	4072395-1	Heiligtum	10000			5024600	
9783899712407	VLB	VLB-Schlagworte	4076536-2	Raumwahrnehmung	20000			5024600	
9783899712407	VLB	VLB-Schlagworte	4049412-3	Religionsp‰dagogik	30000			5024600	
9783899712407	VLB	VLB-Schlagworte	4045660-2	Ph‰nomenologie	40000			5024600	
9783899712407	VLB	VLB-Schlagworte	4041771-2	Neues Testament	50000			5024600	
9783899712407	VLB	VLB-Schlagworte	4159400-9	Heiligkeit	60000			5024600	
9783899712407	VLB	VLB-Schlagworte	4073436-5	Kirchenbau	70000			5024600	
9783899712407	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	80000			5024600	
9783899712407	VLB	VLB-Schlagworte	4035419-2	Lernort	100000			5024600	
9783647995168	VLB	VLB-Schlagworte	4187080-3	Unterrichtsklima	10000			5024600	
9783647995168	VLB	VLB-Schlagworte	4026170-0	Humor	20000			5024600	
9783525610237	VLB	VLB-Schlagworte	4071045-2	Evangelischer Religionsunterricht	10000			5024600	
9783525610237	VLB	VLB-Schlagworte	7555640-6	Stationenarbeit	20000			5024600	
9783525610237	VLB	VLB-Schlagworte	4054365-1	Sekundarstufe 1	30000			5024600	
9783847003991	VLB	VLB-Schlagworte	4066009-6	Wien	10000			5024600	
9783847003991	VLB	VLB-Schlagworte	4061778-6	Universit‰t	20000			5024600	
9783847003991	VLB	VLB-Schlagworte	4073648-9	Kommunalpolitik	30000			5024600	
9783525613962	VLB	VLB-Schlagworte	4130084-1	Lehramt	10000			5024600	
9783525613962	VLB	VLB-Schlagworte	4130081-6	Vorbereitungsdienst	20000			5024600	
9783847003267	VLB	VLB-Schlagworte	4130688-0	Energierecht	10000			5024600	
9783525369333	VLB	VLB-Schlagworte	4075753-5	Ostmitteleuropa	10000			5024600	
9783525369333	VLB	VLB-Schlagworte	4175047-0	Politischer Wandel	20000			5024600	
9783899715248	VLB	VLB-Schlagworte	4195005-7	Gemeindep‰dagogik	10000			5024600	
9783525580066	VLB	VLB-Schlagworte	4153261-2	Evangelische Religionsp‰dagogik	10000			5024600	
9783525580066	VLB	VLB-Schlagworte	4071045-2	Evangelischer Religionsunterricht	20000			5024600	
9783899715484	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899715484	VLB	VLB-Schlagworte	4023909-3	Hebamme	20000			5024600	
3525717083	VLB	VLB-Schlagworte	4076778-4	Rˆmisches Reich	10000			5024600	
3525717083	VLB	VLB-Schlagworte	4018202-2	Frau	20000			5024600	
3525717083	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	30000			5024600	
9783525530436	VLB	VLB-Schlagworte	4073561-8	Kˆnige (Buch), I. II. 	10000			5024600	
9783899712599	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899712599	VLB	VLB-Schlagworte	4026596-1	Immaterialg¸terrecht	20000			5024600	
9783899712599	VLB	VLB-Schlagworte	4006340-9	Bewertung	30000			5024600	
3525874448	VLB	VLB-Schlagworte	4040360-9	Motiv	10000			5024600	
3525874448	VLB	VLB-Schlagworte	4036034-9	Literaturwissenschaft	20000			5024600	
3525874448	VLB	VLB-Schlagworte	4140246-7	Thema	30000			5024600	
3525874448	VLB	VLB-Schlagworte	4035964-5	Literatur	60000			5024600	
9783899712391	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899712391	VLB	VLB-Schlagworte	4203862-5	Nicht organisierter Kapitalmarkt	20000			5024600	
9783899712391	VLB	VLB-Schlagworte	4002106-3	Anlegerschutz	30000			5024600	
9783899712391	VLB	VLB-Schlagworte	4057795-8	Strafrecht	40000			5024600	
9783647513607	VLB	VLB-Schlagworte	4041771-2	Neues Testament	10000			5024600	
9783647513607	VLB	VLB-Schlagworte	4128644-3	Zeithintergrund	20000			5024600	
9783525610435	VLB	VLB-Schlagworte	118791680	Rut, Biblische Person	10000			5024600	
9783525610435	VLB	VLB-Schlagworte	4049422-6	Religionsunterricht	20000			5024600	
9783525610435	VLB	VLB-Schlagworte	4022349-8	Grundschule	30000			5024600	
9783525610435	VLB	VLB-Schlagworte	118523929	David, Israel, Kˆnig	40000			5024600	
9783647357157	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783647357157	VLB	VLB-Schlagworte	4165119-4	Konsumgesellschaft	20000			5024600	
9783647357157	VLB	VLB-Schlagworte	4046514-7	Politik	30000			5024600	
9783647357157	VLB	VLB-Schlagworte	4065109-5	Weimarer Republik	40000			5024600	
9783647551876	VLB	VLB-Schlagworte	4049396-9	Religion	10000			5024600	
9783647551876	VLB	VLB-Schlagworte	4005248-5	Begriff	20000			5024600	
9783847003311	VLB	VLB-Schlagworte	4122614-8	Niederl‰ndisch	10000			5024600	
9783847003311	VLB	VLB-Schlagworte	4050479-7	Roman	20000			5024600	
9783847003311	VLB	VLB-Schlagworte	4115604-3	Postmoderne	30000			5024600	
9783847003311	VLB	VLB-Schlagworte	4071776-8	Geschlechterrolle	40000			5024600	
9783525717189	VLB	VLB-Schlagworte	4114364-4	Latein	10000			5024600	
9783525717189	VLB	VLB-Schlagworte	4076704-8	Rhetorik	20000			5024600	
9783525717189	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	30000			5024600	
9783862340347	VLB	VLB-Schlagworte	4131753-1	Europ‰ische Union	10000			5024600	
9783862340347	VLB	VLB-Schlagworte	4014718-6	Energiepreis	20000			5024600	
9783862340347	VLB	VLB-Schlagworte	4201190-5	Regulierung	30000			5024600	
9783862340347	VLB	VLB-Schlagworte	4267736-1	Grundrechtsschutz	40000			5024600	
9783862340613	VLB	VLB-Schlagworte	4042530-7	Nordische Staaten	10000			5024600	
9783862340613	VLB	VLB-Schlagworte	4020533-2	Geschichtsunterricht	20000			5024600	
9783862340613	VLB	VLB-Schlagworte	4053458-3	Schulbuch	30000			5024600	
9783862340613	VLB	VLB-Schlagworte	4041282-9	Nationalbewusstsein	40000			5024600	
9783862340613	VLB	VLB-Schlagworte	4214151-5	Multikulturelle Gesellschaft	50000			5024600	
9783525461570	VLB	VLB-Schlagworte	4121287-3	Fokaltherapie	10000			5024600	
9783525540299	VLB	VLB-Schlagworte	4028586-8	Jerusalem	10000			5024600	
9783525540299	VLB	VLB-Schlagworte	4001515-4	Altes Testament	20000			5024600	
9783525540299	VLB	VLB-Schlagworte	4006471-2	Biblische Arch‰ologie	30000			5024600	
9783647461724	VLB	VLB-Schlagworte	4277304-0	Kulturstandard	10000			5024600	
9783647461724	VLB	VLB-Schlagworte	4033569-0	Kulturkontakt	20000			5024600	
9783647461724	VLB	VLB-Schlagworte	4032386-9	Kooperation	30000			5024600	
9783862347964	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783862347964	VLB	VLB-Schlagworte	4040949-1	Mutter	20000			5024600	
9783862347964	VLB	VLB-Schlagworte	4030550-8	Kind	30000			5024600	
9783862347964	VLB	VLB-Schlagworte	4124481-3	Wohlbefinden	40000			5024600	
9783862347964	VLB	VLB-Schlagworte	7748176-8	Hebammenkreiﬂsaal	50000			5024600	
9783862347964	VLB	VLB-Schlagworte	4019604-5	Geburtshilfe	60000			5024600	
9783862347964	VLB	VLB-Schlagworte	4238115-0	Versorgungskonzept	70000			5024600	
9783525358443	VLB	VLB-Schlagworte	118608339	Schlˆzer, August Ludwig von	10000			5024600	
9783525358443	VLB	VLB-Schlagworte	7731643-5	Vorbereitung zur Weltgeschichte f¸r Kinder	20000			5024600	
9783525358443	VLB	VLB-Schlagworte	4020531-9	Geschichtsschreibung	30000			5024600	
9783525403563	VLB	VLB-Schlagworte	4026482-8	Identit‰t	10000			5024600	
9783525403563	VLB	VLB-Schlagworte	4128128-7	Anpassung	20000			5024600	
9783525403563	VLB	VLB-Schlagworte	4003974-2	Autonomie	30000			5024600	
9783525403563	VLB	VLB-Schlagworte	4312811-7	Vielfalt	40000			5024600	
352536931X	VLB	VLB-Schlagworte	4122122-9	Drogentherapie	10000			5024600	
9783899712117	VLB	VLB-Schlagworte	4010074-1	Christentum	10000			5024600	
9783899712117	VLB	VLB-Schlagworte	4245202-8	Friedensethik	20000			5024600	
9783899712117	VLB	VLB-Schlagworte	4053474-1	Schule	30000			5024600	
9783899712117	VLB	VLB-Schlagworte	4157237-3	Gewaltt‰tigkeit	40000			5024600	
9783899712117	VLB	VLB-Schlagworte	4076308-0	Pr‰vention	50000			5024600	
9783899712117	VLB	VLB-Schlagworte	4018522-9	Friedenserziehung	60000			5024600	
9783899712117	VLB	VLB-Schlagworte	4049412-3	Religionsp‰dagogik	70000			5024600	
9783525491348	VLB	VLB-Schlagworte	4028859-6	Jugend	10000			5024600	
9783525491348	VLB	VLB-Schlagworte	4047686-8	Psychische Stˆrung	20000			5024600	
9783525491348	VLB	VLB-Schlagworte	4461927-3	Sozialp‰dagogische Betreuung	30000			5024600	
3525717040	VLB	VLB-Schlagworte	118593730	Phaedrus	10000			5024600	
3525717040	VLB	VLB-Schlagworte	4382984-3	Fabulae	20000			5024600	
3525717040	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	30000			5024600	
9783525710647	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	10000			5024600	
9783525710647	VLB	VLB-Schlagworte	4077202-0	Schulleistungsmessung	20000			5024600	
9783525610053	VLB	VLB-Schlagworte	118557513	Jesus Christus	10000			5024600	
9783525610053	VLB	VLB-Schlagworte	4067063-6	Wunder	20000			5024600	
9783525610053	VLB	VLB-Schlagworte	4071045-2	Evangelischer Religionsunterricht	30000			5024600	
9783525610053	VLB	VLB-Schlagworte	4022349-8	Grundschule	40000			5024600	
9783525604113	VLB	VLB-Schlagworte	4116568-8	Spiritualit‰t	10000			5024600	
9783525604113	VLB	VLB-Schlagworte	4071867-0	Glaube	20000			5024600	
9783525604113	VLB	VLB-Schlagworte	4001307-8	Alltag	30000			5024600	
9783525604113	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	40000			5024600	
9783525604113	VLB	VLB-Schlagworte	4142383-5	Andacht	80000			5024600	
9783525871904	VLB	VLB-Schlagworte	4071867-0	Glaube	10000			5024600	
9783525871904	VLB	VLB-Schlagworte	2009545-4	Katholische Kirche	20000			5024600	
9783525871904	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	30000			5024600	
9783525871904	VLB	VLB-Schlagworte	4138445-3	÷kumene	40000			5024600	
9783525563335	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525563335	VLB	VLB-Schlagworte	4046049-6	Pietismus	20000			5024600	
9783525563335	VLB	VLB-Schlagworte	4003939-0	Autobiografie	30000			5024600	
9783525563335	VLB	VLB-Schlagworte	4076649-4	Religiˆse Erfahrung	40000			5024600	
9783525563335	VLB	VLB-Schlagworte	4226105-3	Sinnkonstitution	50000			5024600	
9783525563335	VLB	VLB-Schlagworte	4026482-8	Identit‰t	60000			5024600	
9783525563373	VLB	VLB-Schlagworte	118575449	Luther, Martin	10000			5024600	
9783525563373	VLB	VLB-Schlagworte	4121563-1	Rechtfertigungslehre	20000			5024600	
9783525563373	VLB	VLB-Schlagworte	4015602-3	Ethik	30000			5024600	
9783525563373	VLB	VLB-Schlagworte	4121094-3	Christliche Sozialethik	50000			5024600	
9783525367216	VLB	VLB-Schlagworte	4184450-6	Tanzsucht	10000			5024600	
9783525100769	VLB	VLB-Schlagworte	118695738	Gˆhring, Martin	10000			5024600	
3525458851	VLB	VLB-Schlagworte	4185781-1	Tourette-Syndrom	10000			5024600	
9783899713220	VLB	VLB-Schlagworte	4076418-7	Psychosomatik	10000			5024600	
9783899713886	VLB	VLB-Schlagworte	4117405-7	Vorlesung	10000			5024600	
9783647996677	VLB	VLB-Schlagworte	4065455-2	Weltreligion	10000			5024600	
9783647996677	VLB	VLB-Schlagworte	4121583-7	Religiˆses Fest	20000			5024600	
9783647996677	VLB	VLB-Schlagworte	4664707-7	Interreligiˆses Lernen	30000			5024600	
9783647996677	VLB	VLB-Schlagworte	4071045-2	Evangelischer Religionsunterricht	40000			5024600	
9783647996677	VLB	VLB-Schlagworte	4054365-1	Sekundarstufe 1	50000			5024600	
9783525630051	VLB	VLB-Schlagworte	4030593-4	Kindergottesdienst	10000			5024600	
9783525630051	VLB	VLB-Schlagworte	4015833-0	Evangelische Kirche	20000			5024600	
9783525630051	VLB	VLB-Schlagworte	4064017-6	Vorschulkind	30000			5024600	
3525261594	VLB	VLB-Schlagworte	4393706-8	Evangelisches Gesangbuch (Werk)	10000			5024600	
3525261594	VLB	VLB-Schlagworte	4215617-8	Kirchenlieddichter	20000			5024600	
3525261594	VLB	VLB-Schlagworte	4120567-4	Kirchenlied	40000			5024600	
3525261594	VLB	VLB-Schlagworte	4032009-1	Komponist	50000			5024600	
3525252390	VLB	VLB-Schlagworte	4002921-9	Arkadien	10000			5024600	
9783899713404	VLB	VLB-Schlagworte	4129108-6	Mittelalter	10000			5024600	
9783525858530	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783525858530	VLB	VLB-Schlagworte	4017754-3	Fˆderalismus	20000			5024600	
9783525858530	VLB	VLB-Schlagworte	4062955-7	Verkehrspolitik	30000			5024600	
9783899712933	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899712933	VLB	VLB-Schlagworte	4336721-5	Strafrechtsdogmatik	20000			5024600	
9783899712087	VLB	VLB-Schlagworte	4062501-1	Venedig	10000			5024600	
9783899712087	VLB	VLB-Schlagworte	4332379-0	Deutscher Einwanderer	20000			5024600	
9783899712087	VLB	VLB-Schlagworte	4059555-9	Testament	30000			5024600	
9783899712087	VLB	VLB-Schlagworte	4135952-5	Quelle	40000			5024600	
3525825218	VLB	VLB-Schlagworte	4040360-9	Motiv	10000			5024600	
3525825218	VLB	VLB-Schlagworte	4036034-9	Literaturwissenschaft	20000			5024600	
3525825218	VLB	VLB-Schlagworte	4140246-7	Thema	30000			5024600	
3525825218	VLB	VLB-Schlagworte	4035964-5	Literatur	60000			5024600	
3525572123	VLB	VLB-Schlagworte	11856322X	Kleopatra VII	10000			5024600	
3525572123	VLB	VLB-Schlagworte	4034666-3	Lateinunterricht	20000			5024600	
9783525100493	VLB	VLB-Schlagworte	118661809	Borghese, Scipione	10000			5024600	
9783525100493	VLB	VLB-Schlagworte	4832523-5	Protektorat (Kirchenrecht)	20000			5024600	
9783525100493	VLB	VLB-Schlagworte	4030745-1	Kirchenpolitik	30000			5024600	
9783525461754	VLB	VLB-Schlagworte	4077352-8	Selbstmordverh¸tung	10000			5024600	
9783525461754	VLB	VLB-Schlagworte	4308416-3	Internet	20000			5024600	
9783525461754	VLB	VLB-Schlagworte	4176263-0	Psychosoziale Beratung	30000			5024600	
9783525461754	VLB	VLB-Schlagworte	4127482-9	Selbstmordgef‰hrdung	40000			5024600	
9783899717525	VLB	VLB-Schlagworte	118559796	Kant, Immanuel	10000			5024600	
9783899717525	VLB	VLB-Schlagworte	4048821-4	Rechtsphilosophie	20000			5024600	
9783899717525	VLB	VLB-Schlagworte	4184149-9	Supranationalit‰t	30000			5024600	
9783899717525	VLB	VLB-Schlagworte	4132367-1	Souver‰nit‰t	40000			5024600	
9783525790083	VLB	VLB-Schlagworte	4113292-0	Deutsch	10000			5024600	
9783525790083	VLB	VLB-Schlagworte	4021806-5	Grammatik	20000			5024600	
9783899713084	VLB	VLB-Schlagworte	4015701-5	Europa	10000			5024600	
9783899713084	VLB	VLB-Schlagworte	4049396-9	Religion	20000			5024600	
9783899713084	VLB	VLB-Schlagworte	4120730-0	Migration	30000			5024600	
9783899713084	VLB	VLB-Schlagworte	4027743-4	Islam	50000			5024600	
9783899713084	VLB	VLB-Schlagworte	4127656-5	Kulturkonflikt	60000			5024600	
9783899713084	VLB	VLB-Schlagworte	4040921-1	Muslim	80000			5024600	
9783899713084	VLB	VLB-Schlagworte	4151434-8	Einwanderer	90000			5024600	
9783899713084	VLB	VLB-Schlagworte	4354651-1	Religiˆse Identit‰t	100000			5024600	
9783899713084	VLB	VLB-Schlagworte	4000911-7	Akkulturation	140000			5024600	
9783899713084	VLB	VLB-Schlagworte	4077570-7	Soziale Integration	150000			5024600	
9783899716801	VLB	VLB-Schlagworte	119352540	Elisabeth, Pfalz, Kurf¸rstin, 1596-1662	10000			5024600	
9783899716801	VLB	VLB-Schlagworte	118693522	Friedrich V., Pfalz, Kurf¸rst	20000			5024600	
9783899716801	VLB	VLB-Schlagworte	4013657-7	Eheschlieﬂung	30000			5024600	
9783899716801	VLB	VLB-Schlagworte	4047538-4	Protestantismus	40000			5024600	
9783899716801	VLB	VLB-Schlagworte	4125698-0	Kultur	50000			5024600	
9783899716801	VLB	VLB-Schlagworte	4014770-8	England	60000			5024600	
9783899716801	VLB	VLB-Schlagworte	4136343-7	Konfessionalisierung	80000			5024600	
9783899716801	VLB	VLB-Schlagworte	4076374-2	Propaganda	90000			5024600	
9783899716801	VLB	VLB-Schlagworte	4043271-3	÷sterreich	100000			5024600	
9783899716801	VLB	VLB-Schlagworte	118756117	Stuart, Familie	110000			5024600	
9783899716801	VLB	VLB-Schlagworte	4040034-7	Monarchie	120000			5024600	
9783899716801	VLB	VLB-Schlagworte	4049716-1	Rezeption	130000			5024600	
9783899716801	VLB	VLB-Schlagworte	4014777-0	Englisch	140000			5024600	
9783899716801	VLB	VLB-Schlagworte	4036774-5	Lyrik	150000			5024600	
9783899711578	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899711578	VLB	VLB-Schlagworte	4044747-9	Parteienfinanzierung	20000			5024600	
9783899711578	VLB	VLB-Schlagworte	4281799-7	Festsetzung	30000			5024600	
9783899711578	VLB	VLB-Schlagworte	4063359-7	Verwaltungsverfahren	40000			5024600	
9783899718614	VLB	VLB-Schlagworte	4011882-4	Deutschland	10000			5024600	
9783899718614	VLB	VLB-Schlagworte	4236708-6	Selbstregulation	20000			5024600	
9783899718614	VLB	VLB-Schlagworte	7573652-4	Kapitalmarktrecht	30000			5024600	
9783647701257	VLB	VLB-Schlagworte	4041643-4	Nervensystem	10000			5024600	
9783647701257	VLB	VLB-Schlagworte	4032844-2	Krankheit	20000			5024600	
9783647701257	VLB	VLB-Schlagworte	4129684-9	Lernf‰higkeit	30000			5024600	
9783647701257	VLB	VLB-Schlagworte	4112762-6	Bildungsgang	40000			5024600	
9783899717105	VLB	VLB-Schlagworte	118585916	Musil, Robert	10000			5024600	
9783899717105	VLB	VLB-Schlagworte	4134561-7	Die Verwirrungen des Zˆglings Tˆrless	20000			5024600	
9783899717105	VLB	VLB-Schlagworte	4164424-4	Kˆrper (Motiv)	30000			5024600	
9783899717105	VLB	VLB-Schlagworte	4056475-7	Sprachkritik	40000			5024600	
9783899717105	VLB	VLB-Schlagworte	4134562-9	Vereinigungen	60000			5024600	
9783899717105	VLB	VLB-Schlagworte	4099323-1	Der Mann ohne Eigenschaften	80000			5024600	
9783525101940	VLB	VLB-Schlagworte	4015701-5	Europa	10000			5024600	
9783525101940	VLB	VLB-Schlagworte	4155444-9	Friedensverhandlung	20000			5024600	
9783525101940	VLB	VLB-Schlagworte	4012402-2	Diplomatie	30000			5024600	
9783525101940	VLB	VLB-Schlagworte	4076704-8	Rhetorik	40000			5024600	
9783525101940	VLB	VLB-Schlagworte	4061418-9	‹bersetzung	50000			5024600	
9783525101940	VLB	VLB-Schlagworte	4191537-9	Verkehrssprache	60000			5024600	
9783899711974	VLB	VLB-Schlagworte	4131753-1	Europ‰ische Union	10000			5024600	
9783899711974	VLB	VLB-Schlagworte	4170174-4	Mitgliedsstaaten	20000			5024600	
9783899711974	VLB	VLB-Schlagworte	4044685-2	Parlament	30000			5024600	
9783899711974	VLB	VLB-Schlagworte	4120509-1	Internationaler Vergleich	40000			5024600	
9783525533970	VLB	VLB-Schlagworte	4391909-1	Kolossai	10000			5024600	
9783525533970	VLB	VLB-Schlagworte	4006476-1	Biblische St‰tte	20000			5024600	
9783525533970	VLB	VLB-Schlagworte	4006471-2	Biblische Arch‰ologie	30000			5024600	
9783525533970	VLB	VLB-Schlagworte	118641549	Paulus, Apostel, Heiliger	50000			5024600	
9783525533970	VLB	VLB-Schlagworte	4075946-5	Kolosserbrief	60000			5024600	
9783525533970	VLB	VLB-Schlagworte	4128644-3	Zeithintergrund	70000			5024600	
9783525462133	VLB	VLB-Schlagworte	4064032-2	Vorstellung	10000			5024600	
9783525462133	VLB	VLB-Schlagworte	4123382-7	Hirnforschung	20000			5024600	
9783647367156	VLB	VLB-Schlagworte	4113292-0	Deutsch	10000			5024600	
9783647367156	VLB	VLB-Schlagworte	4062553-9	Verb	20000			5024600	
9783647367156	VLB	VLB-Schlagworte	1027843085	bekehren (Wort)	30000			5024600	
9783647367156	VLB	VLB-Schlagworte	4015640-0	Etymologie	40000			5024600	
9783899717419	VLB	VLB-Schlagworte	4051176-5	Sachsen	10000			5024600	
9783899717419	VLB	VLB-Schlagworte	4007467-5	Bˆhmen	20000			5024600	
9783899717419	VLB	VLB-Schlagworte	4052678-1	Schlesien	30000			5024600	
9783899717419	VLB	VLB-Schlagworte	4121886-3	Vor- und Fr¸hgeschichte (Fach)	40000			5024600	
9783899717419	VLB	VLB-Schlagworte	4076217-8	Politische Einstellung	50000			5024600	
9783525461624	VLB	VLB-Schlagworte	4126974-3	Teamwork	10000			5024600	
9783525461624	VLB	VLB-Schlagworte	4184555-9	Teamf‰higkeit	20000			5024600	
