9783899714715;['4028859-6', '4049428-7', '4153261-2']
9783899711585;['4131753-1', '4511409-2', '4451062-7', '4011882-4', '4009006-1', '4034013-2']
9783899715798;['4039677-0', '4114475-2', '4058449-5', '4114475-2']
9783899711233;['4042203-3', '4028814-6', '4048737-4', '12350550X', '4042203-3', '4231103-2', '4028808-0']
9783899717167;['4011882-4', '4123592-7', '4167245-8', '4115712-6', '4014770-8', '4018145-5']
9783899712599;['4011882-4', '4026596-1', '4006340-9']
9783899719383;['4133245-3']
9783899711721;['4011882-4', '4120730-0', '4015701-5', '4120730-0']
9783899714630;['4011882-4', '4034013-2', '4063353-6', '4063351-2']
9783899712759;['4011882-4', '4136841-1', '4018337-3']
9783899713299;['4038639-9', '4020525-3', '4045791-6', '11860564X', '4015968-1', '4054329-8', '4042122-3', '4045798-9', '4038936-4']
9783899714821;['4042530-7', '4020533-2', '4053458-3', '4041282-9', '4214151-5']
9783899715361;['4006977-1', '4031516-2', '4174265-5', '4103214-7', '4031516-2', '4174265-5', '4029606-4', '4031516-2', '4174265-5', '4024313-8', '4006977-1', '4024313-8', '4103214-7', '4024313-8', '4029606-4']
9783899715248;['4195005-7']
9783899714265;['4369901-7']
9783899714609;['4113292-0', '4003939-0', '4027808-6', '4071061-0', '4075594-0']
9783899714548;['4011882-4', '4121368-3', '4218779-5', '4142759-2', '4016247-3', '4061728-2']
9783899712292;[]
9783899712063;['4039591-1', '4013960-8', '4065781-4', '4011882-4', '4003920-1', '4039591-1']
9783899711837;['4011882-4', '4028859-6', '4134557-5', '4482283-2']
9783899718010;[]
9783899714586;['7559164-9', '4015602-3']
9783899712391;['4011882-4', '4203862-5', '4002106-3', '4057795-8']
9783899711424;['4011882-4', '4225140-0', '4115716-3']
9783899715477;[]
9783899712100;['4123978-7', '4047089-1', '4632641-8']
9783899711738;['4018935-1']
9783899712452;['118559427', '4039827-4']
9783899711547;['4011882-4', '4041282-9']
9783899713879;['4035964-5', '4072905-9', '7628620-4', '4071776-8']
9783899711615;['4039687-3', '4035964-5', '4129491-9', '4035964-5']
9783899714692;['4066559-8']
9783899712414;['4076899-5', '4033131-3', '4170237-2']
9783899713503;['4011882-4', '4787284-6', '4198721-4', '4077570-7']
9783899711660;['118599631', '4435968-8', '4041251-9', '118599631', '4453263-5', '4041251-9', '118599631', '4304194-2', '4041251-9', '118599631', '4435968-8', '4135881-8', '4077748-0']
9783899712933;['4011882-4', '4336721-5']
9783899713138;['4066559-8', '4136343-7', '4015950-4', '4002431-3', '4046562-7', '4174277-1']
9783899711202;['4003873-7', '4077570-7']
9783899718416;['4011882-4', '4196731-8', '4117640-6', '4117338-7']
9783899711752;['118795155']
9783899712582;['4076778-4', '4048837-8', '4231104-4', '4048837-8']
9783899717280;['118514253', '4098323-7']
9783899711042;['4011882-4', '4120730-0', '4011882-4', '4198721-4']
9783899714142;['4043465-5', '4561974-8']
9783899714173;['4064689-0', '4125698-0', '4043207-5', '4189169-7', '4035964-5']
9783899712919;['4131753-1', '4738129-2', '4451062-7', '4011882-4', '4129965-6', '4134175-2', '4131753-1', '4738129-2', '4451062-7', '4011882-4', '4144182-5']
9783899711127;['ISBN nicht bei DNB vorhanden']
9783899716207;[]
9783899714067;['10351255-X', '10351257-3']
9783899715439;['4011890-3', '4035964-5', '4200793-8', '4075753-5']
9783899712605;['118634933', '4246338-5', '119067102', '118634933', '4108542-5']
9783899712056;['4259637-3']
9783899712285;['4009937-4', '4048770-2', '4032386-9', '4011882-4', '4115712-6', '4078704-7']
9783899716788;['ISBN nicht bei DNB vorhanden']
9783899712322;['118621165', '4114294-9', '4059758-1']
9783899713183;['4076418-7']
9783899718263;['4011890-3', '4066749-2', '4288473-1', '4159226-8']
9783899718546;['4306648-3']
9783899711844;['4078704-7', '4121830-9', '4129060-4', '4130238-2', '4115712-6', '4011882-4']
9783899712346;['4011882-4', '4067911-1', '4132784-6', '4120941-2', '4115712-6', '4011882-4', '4067911-1', '4132784-6', '4120941-2', '4031772-9', '4115712-6']
9783899711431;['118577166', '4099299-8', '4117245-0', '118577166', '4099303-6', '4117245-0', '118577166', '4099301-2', '4117245-0']
9783899711349;['4077258-5', '4117338-7', '4128153-6', '4011882-4', '4131753-1']
9783899712179;['119469111', '4247647-1', '4139832-4', '4125698-0']
9783899717990;['4019838-8', '4115716-3']
9783899711684;['4065783-8', '4121347-6', '4065783-8', '4063317-2', '4043774-7']
9783899711530;['4757296-6', '4249464-3', '4035093-9']
9783899717471;['ISBN nicht bei DNB vorhanden']
9783899712438;['4011882-4', '4049040-3', '4322381-3', '4116495-7']
9783899718652;['4011889-7', '4011890-3', '4448922-5', '333-5']
9783899715408;['4358992-3']
9783899717969;['4011882-4', '4040949-1', '4030550-8', '4124481-3', '7748176-8', '4019604-5', '4238115-0']
9783899711929;['4051038-4', '4143683-0', '4122349-4']
9783899711219;['ISBN nicht bei DNB vorhanden']
9783899713350;['ISBN nicht bei DNB vorhanden']
9783899716894;['118531905', '4050479-7', '4124854-5', '4140220-0', '4039827-4']
9783899711981;['118572121', '4077308-5']
9783899715132;['7665718-8', '4010141-1', '4049422-6', '4077347-4', '4153261-2']
9783899717242;['4011882-4', '4073889-9', '4033423-5', '4026596-1']
9783899715125;['118544489', '4063783-9', '4143388-9']
9783899711745;['4030736-0', '4040843-7']
9783899711592;['4031031-0', '4037278-9']
9783899717594;['4210078-1', '4128972-9', '4117665-0']
9783899714791;['4293730-9', '4006862-6', '4634180-8', '4388243-2']
9783899712636;['ISBN nicht bei DNB vorhanden']
9783899715309;['ISBN nicht bei DNB vorhanden']
9783899715897;[]
9783899719505;[]
9783899712698;['4114011-4', '4073274-5', '4191103-9', '4066559-8', '4696474-5', '4066615-3', '4114011-4', '4059787-8']
9783899714159;['118642014', '7599251-6', '4129866-4']
9783899711059;[]
9783899716863;['4011882-4', '4185770-7', '4045245-1']
9783899712926;['4011882-4', '4188164-3', '4026596-1', '4115712-6', '4053881-3', '4043271-3']
9783899716122;[]
9783899715224;['118572121', '4099292-5', '4011882-4', '4160780-6', '4077211-1', '118572121', '4099292-5', '4131583-2', '4035964-5', '4200793-8']
9783899716429;['4028807-9', '4162812-3', '4047487-2', '4028807-9', '4015950-4']
9783899712216;['4011882-4', '4131240-5', '4067911-1', '4115712-6', '4014770-8']
9783899717303;['4011889-7', '4035964-5', '4041316-0', '4061672-1', '4011890-3', '4035964-5', '4041316-0', '4061672-1']
9783899713046;['10197494-2', '10197502-8', '2017659-4']
9783899717129;['ISBN nicht bei DNB vorhanden']
9783899712049;['ISBN nicht bei DNB vorhanden']
9783899713619;['4049396-9', '4038639-9', '4452586-2', '4125698-0', '4059766-0']
9783899711851;['ISBN nicht bei DNB vorhanden']
9783899711691;['ISBN nicht bei DNB vorhanden']
9783899712537;['4066559-8', '4045791-6']
9783899713084;['4015701-5', '4049396-9', '4120730-0', '4015701-5', '4027743-4', '4127656-5', '4015701-5', '4040921-1', '4151434-8', '4354651-1', '4015701-5', '4040921-1', '4151434-8', '4000911-7', '4077570-7']
9783899715040;['1040600-1', '4041316-0', '4011882-4', '1040600-1', '4056618-3']
9783899715415;['118538659', '118538659', '4131582-0', '11853596X', '4030745-1', '4007955-7', '4030702-5', '4056618-3']
9783899717389;['4113292-0', '4035964-5', '4193441-6', '4200793-8']
9783899714418;[]
9783899712070;['4062501-1', '4332379-0', '4059555-9', '4135952-5']
9783899711523;['4064689-0', '4058716-2', '4010074-1', '4064689-0', '4058716-2', '4059150-5', '4001451-4', '4064689-0', '4058716-2', '4049396-9', '4093976-5', '4064689-0', '4058716-2', '4049396-9', '4076778-4', '4064689-0', '4058716-2', '4049396-9', '4129954-1', '4064689-0', '4058716-2']
9783899715569;['4093976-5', '4114333-4', '4113617-2', '4138128-2', '4026535-3']
9783899714319;['ISBN nicht bei DNB vorhanden']
9783899713886;['4117405-7']
9783899711288;['4050306-9', '4156807-2']
9783899711462;['4011890-3', '4019625-2', '4135539-8']
9783899717037;['ISBN nicht bei DNB vorhanden']
9783899714951;['4055964-6', '4063347-0', '4063337-8', '4115712-6', '4011882-4']
9783899715675;['100521835', '4208209-2', '4215145-4']
9783899711677;['4028495-5', '4061688-5', '4116364-3', '4067911-1', '4132532-1']
9783899711066;['4011882-4', '4003920-1', '4042483-2', '4042483-2', '4013960-8', '4070334-4']
9783899713022;['4186913-8', '4158015-1']
9783899712803;['4011882-4', '4121812-7', '4181797-7']
9783899711776;['4001420-4', '4122907-1', '4076308-0']
9783899717525;['118559796', '4048821-4', '4184149-9', '4132367-1']
9783899717761;['4491986-4', '4015950-4', '4047632-7', '4145772-9', '4049386-6']
9783899712995;['118547909', '4066380-2', '4019242-8', '118888935']
9783899714302;[]
9783899711035;['4018225-3', '4018202-2', '4135889-2']
9783899711103;['4011882-4', '4074580-6', '4120896-1', '4031772-9']
9783899716948;['7648121-9']
9783899711264;['4011882-4', '4151434-8', '4016397-0', '4000911-7', '4114328-0', '4011882-4', '4151434-8', '4016397-0', '4140725-8', '4013943-8', '4114328-0', '4011882-4', '4151434-8', '4016397-0', '4187441-9', '4013943-8', '4114328-0', '4011882-4', '4151434-8', '4016397-0', '4018202-2', '4069349-1', '4013943-8', '4011882-4', '4151434-8', '4016397-0', '4020548-4', '4114328-0']
9783899717440;['ISBN nicht bei DNB vorhanden']
9783899715194;['4114564-1', '4035964-5', '4114564-1', '4033597-5']
9783899714555;['4011882-4', '4045895-7', '4123592-7', '4062127-3']
9783899711714;['ISBN nicht bei DNB vorhanden']
9783899717419;['4051176-5', '4007467-5', '4052678-1', '4121886-3', '4076217-8']
9783899712339;['ISBN nicht bei DNB vorhanden']
9783899713442;['4169442-9', '4015602-3', '4069720-4', '4169442-9', '4074972-1']
9783899712261;['4011882-4', '4196910-8', '4062127-3', '4027278-3']
9783899712704;['118509616', '4045791-6', '118559796', '118634313']
9783899716399;['118593234', '4317742-6', '4399198-1', '4145195-8', '118593234', '4049716-1']
9783899711905;['4001515-4', '4063241-6', '4071045-2', '4022349-8']
9783899711561;['2066935-5', '4115710-2', '4069720-4', '4013021-6', '4069720-4', '4115710-2', '2066935-5']
9783899712131;['4079553-6']
9783899711868;['118696459', '118696459', '4015950-4', '118696459', '4059758-1']
9783899714432;['4026722-2', '4020531-9', '4200793-8', '4041282-9']
9783899711516;['4790468-9', '4070496-8', '4402869-6', '4070496-8']
9783899712421;['4011882-4', '4114025-4', '4131795-6', '4115712-6', '4078704-7']
9783899717204;['1023791102', '4049422-6', '4053505-8', '1023791102', '7671722-7', '4022350-4']
9783899711295;['4011882-4', '4189396-7', '4189388-8']
9783899712032;['4001523-3', '4035964-5', '4121839-5', '4402657-2', '4039687-3', '4035964-5', '4121839-5', '4402657-2']
9783899712544;['4027667-3', '4125621-9', '4048737-4']
9783899717549;['118799002', '4193433-7', '4185650-8', '4074704-9']
9783899712780;['4123514-9', '4153261-2', '4123514-9', '4129506-7']
9783899712858;['4049396-9', '4020832-1', '4065455-2', '4020832-1']
9783899715736;['4011882-4', '4047304-1', '4049716-1', '4004379-4']
9783899718126;['118666274']
9783899711356;['4113292-0', '4035964-5', '4047538-4']
9783899713060;[]
9783899713268;['43583-1', '4051778-0']
9783899717587;['4078126-4', '4127664-4', '4172326-0', '4134262-8']
9783899716955;['4050491-8', '4035964-5']
9783899713398;['4015701-5', '4122349-4', '4071776-8', '133077888']
9783899712896;['4011882-4', '4592128-3', '4301520-7', '4022898-8', '4138417-9', '4078704-7']
9783899713411;['4042226-4', '4409711-6', '4063353-6', '4048737-4']
9783899714890;['4123514-9']
9783899712223;['4680022-0']
9783899716801;['119352540', '118693522', '4013657-7', '4047538-4', '4125698-0', '4014770-8', '4047538-4', '4136343-7', '4076374-2', '4043271-3', '118756117', '4040034-7', '4049716-1', '4014777-0', '4036774-5']
9783899711578;['4011882-4', '4044747-9', '4281799-7', '4063359-7']
9783899711882;['4011882-4', '4016418-4', '4122853-4']
9783899711448;['4011882-4', '4002799-5', '4134488-1']
9783899712940;['4011882-4', '4136254-8', '4011889-7', '4020535-6', '4171678-4']
9783899711172;['4131753-1', '4137814-3', '4061643-5', '4451062-7', '4170174-4', '4131753-1', '4137814-3', '4451062-7', '4061643-5', '4187645-3', '4011882-4', '4187645-3', '4061643-5', '4042203-3', '4010877-6']
9783899712490;['4011882-4', '4000937-3', '4032356-0', '4026923-1']
9783899712445;['119094436']
9783899715491;['4011882-4', '4185770-7', '4045245-1']
9783899712711;['7536188-7', '7536188-7', '4136102-7']
9783899714579;['4599834-6', '4177169-2', '4035420-9', '4133734-7', '4015490-7']
9783899712148;['4011882-4', '4191193-3', '4026596-1', '4029788-3']
9783899713589;['4049386-6', '4172861-0', '4015950-4', '4172861-0']
9783899711875;['4051176-5', '63530-3', '4002333-3']
9783899717518;['4038931-5', '4045791-6', '4038931-5', '4125698-0']
9783899717105;['118585916', '4134561-7', '4164424-4', '4056475-7', '118585916', '4134562-9', '118585916', '4099323-1']
9783899716139;[]
9783899712278;['4011882-4', '4592128-3', '4187988-0', '4301520-7', '4138417-9']
9783899711974;['4131753-1', '4170174-4', '4044685-2', '4120509-1']
9783899718195;[]
9783899712308;['ISBN nicht bei DNB vorhanden']
9783899718539;['ISBN nicht bei DNB vorhanden']
9783899712025;['ISBN nicht bei DNB vorhanden']
9783899712254;['4011882-4', '4114475-2', '4112701-8']
9783899713480;['4011890-3', '4035964-5', '4491434-9', '4075753-5', '4035964-5', '4200793-8', '4011890-3']
9783899717044;['4128628-5', '4058129-9']
9783899711509;['4011882-4', '4123450-9', '4123440-6', '4079237-7', '4027743-4']
9783899715750;['4020531-9', '4200793-8', '4020526-5', '4073091-8', '4020531-9', '4061672-1', '4200793-8']
9783899712384;['4011882-4', '4535279-3', '4026596-1']
9783899716054;['4053460-1', '4036824-5', '4026745-3']
9783899712520;['4131753-1', '4128080-5', '4075739-0', '4050473-6', '4077575-6', '4131753-1', '4128080-5', '4075739-0', '4055133-7', '4077575-6']
9783899712827;['118677888']
9783899712551;[]
9783899712087;['ISBN nicht bei DNB vorhanden']
9783899711080;['4129486-5', '4023796-5']
9783899711899;['4008135-7', '4003743-5', '4000911-7', '4077570-7']
9783899713381;['4042483-2', '4013960-8', '4200793-8', '4018145-5', '4120730-0', '4200793-8', '4011882-4']
9783899714166;['4064689-0', '4048561-4', '4033597-5', '4064689-0', '4048561-4', '4618915-4', '4064689-0', '4125698-0', '4189169-7', '4035964-5', '4189169-7', '4114333-4']
9783899711486;['11865117X', '4048822-6']
9783899713176;['4039677-0', '4114475-2', '4058449-5', '4114475-2']
9783899716986;['4074672-0', '4074725-6', '4038243-6', '4438965-6', '4074672-0']
9783899719048;['4071465-2', '4164958-8']
9783899716993;['4011882-4', '4131753-1', '4078704-7', '4143261-7', '4017801-8', '4074672-0', '7667122-7']
9783899712483;['4011882-4', '4141163-8', '4062127-3', '4167986-6']
9783899712957;['4011882-4', '4161344-2', '4051927-2', '4060336-2', '4115712-6', '4027833-5']
9783899711165;['4004436-1', '4047118-4', '4067850-7', '1002465-7', '4067486-1']
9783899719376;['4026140-2', '4027743-4', '4125698-0']
9783899714746;['2114189-7']
9783899715590;['ISBN nicht bei DNB vorhanden']
9783899715712;['4068754-5', '4195112-8', '4093976-5', '4195112-8', '4076778-4', '4195112-8']
9783899715378;[]
9783899712766;['4011882-4', '4132330-0', '4040802-4', '4062127-3']
9783899717716;['4388353-9', '4035964-5']
9783899719888;['4036034-9', '4449808-1']
9783899712643;['4113214-2', '4035964-5', '4117245-0', '4113292-0', '4035964-5', '4117245-0', '4050491-8', '4035964-5', '4117245-0', '4113292-0']
9783899713190;['ISBN nicht bei DNB vorhanden']
9783899717099;['116654694']
9783899712797;['7572994-5']
9783899713039;['4011882-4', '4198721-4', '4013828-8', '4056630-4']
9783899711967;['4012985-8', '4049716-1', '4015701-5', '4033114-3', '4071465-2', '4125698-0']
9783899716375;[]
9783899712155;['4011882-4', '4187743-3', '4115712-6', '4022153-2', '4131753-1', '4636637-4']
9783899714425;[]
9783899711806;['4499305-5']
9783899716658;[]
9783899711479;['118575449', '4174943-1', '4174943-1', '4116674-7', '4015875-5']
9783899711370;['4042203-3', '4198721-4', '4046540-8', '4077258-5', '4029456-0']
9783899713077;['4011890-3', '4025098-2', '4073274-5']
9783899711646;['118641549', '4075949-0', '4069994-8', '4002899-9', '4076704-8', '118641549', '4075949-0', '4069994-8', '4002899-9', '4076704-8', '4128644-3']
9783899713961;['4011882-4', '4019956-3', '4129331-9', '4031881-3']
9783899715316;['4028966-7', '4328855-8', '4020533-2', '4180103-9', '4039967-9', '4328855-8', '4020533-2', '4180103-9']
9783899716825;['118577107', '11951396X', '118534084', '38770-8']
9783899715743;['122340469', '4629916-6']
9783899712360;['119175797', '7521529-9']
9783899713374;['4060355-6', '4046514-7']
9783899713145;['118517678']
9783899711707;['ISBN nicht bei DNB vorhanden']
9783899717457;[]
9783899711554;['4011882-4', '4063270-2', '4069008-8', '4078704-7', '4128274-7', '4538841-6', '4011882-4', '4063270-2', '4069008-8', '4078704-7', '4128274-7', '4719073-5']
9783899713404;['4129108-6']
9783899713671;['4074168-0', '4078637-7', '4126892-1', '4020463-7', '4115645-6', '4071034-8']
9783899712964;['4057578-0']
9783899715835;[]
9783899718874;[]
9783899711769;['ISBN nicht bei DNB vorhanden']
9783899711493;['118626590', '118674013', '118860143']
9783899711257;['4010074-1', '4010141-1', '118546058', '4351623-3', '4049716-1', '4032370-5', '4010141-1', '4161139-1']
9783899712971;['4030550-8', '4136605-0', '4124265-8', '4114283-4', '4028859-6', '4136605-0', '4124265-8', '4114283-4']
9783899711325;['ISBN nicht bei DNB vorhanden']
9783899711394;['118547798', '4127146-4']
9783899715392;['7536911-4', '4016953-4']
9783899712094;['4114388-7', '4000626-8', '4113292-0', '4035964-5', '4164424-4']
9783899713473;['4131753-1', '4014718-6', '4201190-5', '4267736-1']
9783899711011;['118626426', '4368609-6']
9783899715347;['4050484-0', '4192674-2', '4054438-2']
9783899719130;['4370345-8', '4114364-4', '4035964-5']
9783899712476;['4129105-0']
9783899712162;['ISBN nicht bei DNB vorhanden']
9783899711950;['4189815-1', '4121094-3', '4048946-2', '4189815-1', '4011882-4', '4149920-7', '4079262-6', '4030702-5']
9783899712735;['4012995-0', '4074365-2', '4001297-9', '4036571-2']
9783899711790;['4028859-6', '4167050-4', '4510173-5', '4519498-1']
9783899715101;['4011750-9', '4170174-4', '4130305-2', '4214540-5', '4043152-6', '4049688-0']
9783899712513;['ISBN nicht bei DNB vorhanden']
9783899712001;['4232000-8']
9783899714708;['4059664-3', '4058812-9']
9783899712575;['4114069-2', '4036774-5', '4049716-1', '4113292-0', '4113292-0', '4184398-8', '4113292-0', '4022963-4', '4113292-0', '4177767-0']
9783899719345;['4020517-4', '4075159-4']
9783899711363;['11888395X', '4783677-5']
9783899711813;['4076390-0', '4006020-2', '4033581-1']
9783899718836;['4041771-2', '4015950-4', '137558643']
9783899717914;['4047194-9', '4062787-1', '4121208-3', '4076340-7']
9783899714098;['4069422-7', '4150223-1', '4012040-5', '4136576-8', '4012040-5']
9783899714357;['ISBN nicht bei DNB vorhanden']
9783899711653;['4153254-5']
9783899715828;[]
9783899715064;['118596969', '4139623-6']
